Mod:Item:MetaData, Localized Name
minefactoryreloaded:ceramic_dye:1, Ceramic Dye (Orange)
minefactoryreloaded:ceramic_dye:2, Ceramic Dye (Magenta)
minefactoryreloaded:ceramic_dye:3, Ceramic Dye (Light Blue)
minefactoryreloaded:ceramic_dye:4, Ceramic Dye (Yellow)
minefactoryreloaded:ceramic_dye:5, Ceramic Dye (Lime)
minefactoryreloaded:ceramic_dye:6, Ceramic Dye (Pink)
minefactoryreloaded:ceramic_dye:7, Ceramic Dye (Gray)
minefactoryreloaded:ceramic_dye:8, Ceramic Dye (Light Gray)
minefactoryreloaded:ceramic_dye:9, Ceramic Dye (Cyan)
minefactoryreloaded:ceramic_dye:10, Ceramic Dye (Purple)
minefactoryreloaded:ceramic_dye:11, Ceramic Dye (Blue)
minefactoryreloaded:ceramic_dye:12, Ceramic Dye (Brown)
minefactoryreloaded:ceramic_dye:13, Ceramic Dye (Green)
minefactoryreloaded:ceramic_dye:14, Ceramic Dye (Red)
minefactoryreloaded:ceramic_dye:15, Ceramic Dye (Black)
minefactoryreloaded:laser_focus:0, Laser Focus (White)
minefactoryreloaded:laser_focus:1, Laser Focus (Orange)
minefactoryreloaded:laser_focus:2, Laser Focus (Magenta)
minefactoryreloaded:laser_focus:3, Laser Focus (Light Blue)
minefactoryreloaded:laser_focus:4, Laser Focus (Yellow)
minefactoryreloaded:laser_focus:5, Laser Focus (Lime)
minefactoryreloaded:laser_focus:6, Laser Focus (Pink)
minefactoryreloaded:laser_focus:7, Laser Focus (Gray)
minefactoryreloaded:laser_focus:8, Laser Focus (Light Gray)
minefactoryreloaded:laser_focus:9, Laser Focus (Cyan)
minefactoryreloaded:laser_focus:10, Laser Focus (Purple)
minefactoryreloaded:laser_focus:11, Laser Focus (Blue)
minefactoryreloaded:laser_focus:12, Laser Focus (Brown)
minefactoryreloaded:laser_focus:13, Laser Focus (Green)
minefactoryreloaded:laser_focus:14, Laser Focus (Red)
minefactoryreloaded:laser_focus:15, Laser Focus (Black)
minefactoryreloaded:record_blank, Blank Record
minefactoryreloaded:spyglass, Spyglass
minefactoryreloaded:ruler, Ruler
minefactoryreloaded:fishing_rod, Fishing Rod
minefactoryreloaded:potato_launcher, Potato Cannon
minefactoryreloaded:needle_gun, Needlegun
minefactoryreloaded:needle_gun_ammo_empty, Needlegun Magazine
minefactoryreloaded:needle_gun_ammo_standard, Needlegun Ammo (Needles)
minefactoryreloaded:needle_gun_ammo_pierce, Needlegun Ammo (Shrapnel)
minefactoryreloaded:needle_gun_ammo_lava, Needlegun Ammo (Lava)
minefactoryreloaded:needle_gun_ammo_sludge, Needlegun Ammo (Sludge)
minefactoryreloaded:needle_gun_ammo_sewage, Needlegun Ammo (Sewage)
minefactoryreloaded:needle_gun_ammo_fire, Needlegun Ammo (Fire)
minefactoryreloaded:needle_gun_ammo_anvil, Needlegun Ammo (Anvil)
minefactoryreloaded:rocket_launcher, SPAMR Launcher
minefactoryreloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
minefactoryreloaded:rocket:1, Self-Propelled Anti Material Rocket
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:fluid.fuel, Gasoline
pneumaticcraft:fluid.diesel, Diesel
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:fluid.oil, Oil
pneumaticcraft:fluid.lpg, LPG
pneumaticcraft:fluid.lubricant, Lubricant
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:redstone_module, Redstone Module
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
pneumaticcraft:gps_tool, GPS Tool
pneumaticcraft:gps_area_tool, GPS Area Tool
pneumaticcraft:ingot_iron_compressed, Compressed Iron Ingot
pneumaticcraft:pressure_gauge, Pressure Gauge
pneumaticcraft:stone_base, Stone Base
pneumaticcraft:cannon_barrel, Cannon Barrel
pneumaticcraft:turbine_blade, Turbine Blade
pneumaticcraft:plastic:0, Black Plastic
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:reinforced_air_canister, Reinforced Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:pneumatic_chestplate, Pneumatic Chestplate
pneumaticcraft:pneumatic_leggings, Pneumatic Leggings
pneumaticcraft:pneumatic_boots, Pneumatic Boots
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:harvesting_drone, Harvesting Drone
pneumaticcraft:gun_ammo, Minigun Ammo
pneumaticcraft:gun_ammo_incendiary, Incendiary Minigun Ammo
pneumaticcraft:gun_ammo_weighted, Weighted Minigun Ammo
pneumaticcraft:gun_ammo_ap, Armor-Piercing Minigun Ammo
pneumaticcraft:gun_ammo_explosive, Explosive Minigun Ammo
pneumaticcraft:gun_ammo_freezing, Freezing Minigun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:micromissiles, Micromissiles
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:magnet_upgrade, Magnet Upgrade
pneumaticcraft:charging_upgrade, Charging Upgrade
pneumaticcraft:armor_upgrade, Armor Upgrade
pneumaticcraft:jet_boots_upgrade, Jet Boots Upgrade
pneumaticcraft:night_vision_upgrade, Night Vision Upgrade
pneumaticcraft:scuba_upgrade, SCUBA Upgrade
pneumaticcraft:creative_upgrade, Creative Supply Upgrade
pneumaticcraft:air_conditioning_upgrade, Air Conditioning Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
thermallogistics:requester:0, Requester
thermallogistics:requester:1, Hardened Requester
thermallogistics:requester:2, Reinforced Requester
thermallogistics:requester:3, Signalum Requester
thermallogistics:requester:4, Resonant Requester
thermallogistics:crafter:0, Crafter
thermallogistics:crafter:1, Hardened Crafter
thermallogistics:crafter:2, Reinforced Crafter
thermallogistics:crafter:3, Signalum Crafter
thermallogistics:crafter:4, Resonant Crafter
thermallogistics:distributor:0, Distributor
thermallogistics:distributor:1, Hardened Distributor
thermallogistics:distributor:2, Reinforced Distributor
thermallogistics:distributor:3, Signalum Distributor
thermallogistics:distributor:4, Resonant Distributor
thermallogistics:manager, Network Manager
thermallogistics:terminal_item, Terminal
base:wrench, Wrench
chisel_plus:amber_ore, Amber Ore
chisel_plus:test, Test
chisel_plus:companion_cube, Companion Cube
chisel_plus:amber_stone, Amber Stone
chisel_plus:chisel_machine, Auto Chisel
chisel_plus:chisel, Chisel
chisel_plus:sewing_needle, Sewing Needle
chisel_plus:spool_of_string, Spool Of String
chisel_plus:sewing_kit, Sewing Kit
chisel_plus:amber_block, Amber Block
chisel_plus:bird_stone_dark_panel, Birdstone
chisel_plus:bird_stone_french_creeper, Birdstone
chisel_plus:bird_stone_smooth_creeper, Birdstone
chisel_plus:bird_stone_french, Birdstone
chisel_plus:bird_stone_french_alt, Birdstone
chisel_plus:bird_stone_marker, Birdstone
chisel_plus:bird_stone_dent, Birdstone
chisel_plus:bird_stone_ornate, Birdstone
chisel_plus:bird_stone_ornate_alt, Birdstone
chisel_plus:bird_stone_emboss, Birdstone
chisel_plus:bird_stone_fourtile, Birdstone
chisel_plus:bird_stone_small_brick, Birdstone
chisel_plus:bird_stone_small_tile, Birdstone
chisel_plus:bird_stone_small_broken, Birdstone
chisel_plus:bird_stone_rough, Birdstone
chisel_plus:bird_stone_smooth, Birdstone
chisel_plus:imperial_camo, Imperial Camo
chisel_plus:imperial_cautionorange, Imperial Cautionorange
chisel_plus:imperial_caution_white, Imperial Caution White
chisel_plus:imperial_plate, Imperial Plate
chisel_plus:rebel_camo, Rebel Camo
chisel_plus:rebel_cautionred, Rebel Cautionred
chisel_plus:rebel_caution_white, Rebel Caution White
chisel_plus:rebel_plate, Rebel Plate
chisel_plus:carpet_black, Carpet Black
chisel_plus:carpet_brown, Carpet Brown
chisel_plus:carpet_dark_blue, Carpet Dark Blue
chisel_plus:carpet_dark_grey, Carpet Dark Grey
chisel_plus:carpet_green, Carpet Green
chisel_plus:carpet_grey, Carpet Grey
chisel_plus:carpet_light_blue, Carpet Light Blue
chisel_plus:carpet_light_green, Carpet Light Green
chisel_plus:carpet_lily, Carpet Lily
chisel_plus:carpet_orange, Carpet Orange
chisel_plus:carpet_pink, Carpet Pink
chisel_plus:carpet_purple, Carpet Purple
chisel_plus:carpet_red, Carpet Red
chisel_plus:carpet_teal, Carpet Teal
chisel_plus:carpet_white, Carpet White
chisel_plus:carpet_yellow, Carpet Yellow
chisel_plus:sand_black, Black Sand
chisel_plus:sand_blue, Blue Sand
chisel_plus:sand_brown, Brown Sand
chisel_plus:sand_cyan, Cyan Sand
chisel_plus:sand_gray, Grey Sand
chisel_plus:sand_green, Green Sand
chisel_plus:sand_light_blue, Light Blue Sand
chisel_plus:sand_light_grey, Light Grey Sand
chisel_plus:sand_lime, Lime Sand
chisel_plus:sand_magenta, Magenta Sand
chisel_plus:sand_orange, Orange Sand
chisel_plus:sand_pink, Pink Sand
chisel_plus:sand_purple, Purple Sand
chisel_plus:sand_red, Red Sand
chisel_plus:sand_white, White Sand
chisel_plus:sand_yellow, Yellow Sand
chisel_plus:line_d_white, Dubble Road Lines White
chisel_plus:line_d_yellow, Dubble Road Lines Yellow
chisel_plus:line_s_white, Single Road Line White
chisel_plus:line_s_yellow, Single Road Line Yellow
chisel_plus:purpur_arcane, Arcane Purpur Block
chisel_plus:purpur_bricks, Purpur Bricks
chisel_plus:purpur_cobble_stone, Purpur Cobblestone
chisel_plus:purpur_large_tile, Large Purpur Tile
chisel_plus:purpur_ornate, Ornate Purpur Block
chisel_plus:purpur_prismatic, Prismatic Purpur Block
chisel_plus:purpur_tile, Purpur Tile Block
chisel_plus:purpur_tile_broken, Purpur Broken Tile Block
chisel_plus:lavastone_black_brick_1, Lavastone
chisel_plus:lavastone_black_brick_2, Lavastone
chisel_plus:lavastone_cobble_brick, Lavastone
chisel_plus:lavastone_tiles, Lavastone
chisel_plus:lavastone_chaotic, Lavastone
chisel_plus:lavastone_creeper, Lavastone
chisel_plus:lavastone_dark, Lavastone
chisel_plus:lavastone_panel, Lavastone
chisel_plus:lavastone_panel_ornate, Lavastone
chisel_plus:lavastone_nether, Lavastone
chisel_plus:grimstone_large_bricks, Grimstone
chisel_plus:grimstone_blocks, Grimstone
chisel_plus:grimstone_blocks_rough, Grimstone
chisel_plus:grimstone_blocks_rough_alt, Grimstone
chisel_plus:grimstone_brick, Grimstone
chisel_plus:grimstone_chunks, Grimstone
chisel_plus:grimstone_construction, Grimstone
chisel_plus:grimstone_fancy_tiles, Grimstone
chisel_plus:grimstone_flaky, Grimstone
chisel_plus:grimstone_chiseled, Grimstone
chisel_plus:grimstone_platform, Grimstone
chisel_plus:grimstone_platform_tiles, Grimstone
chisel_plus:grimstone_tiles, Grimstone
chisel_plus:grimstone_plate, Grimstone
chisel_plus:grimstone_plate_rough, Grimstone
chisel_plus:grimstone_smooth, Grimstone
chisel_plus:grimstone, Grimstone
chisel_plus:grimstone_hate, Grimstone
chisel_plus:lightstone_cobblestone, Lightstone
chisel_plus:lightstone_growth, Lightstone
chisel_plus:lightstone_layers, Lightstone
chisel_plus:lightstone_bismuth, Lightstone
chisel_plus:lightstone_bismuth_panel, Lightstone
chisel_plus:lightstone_sulphur_cobble, Lightstone
chisel_plus:lightstone_sulphur_rocky, Lightstone
chisel_plus:lightstone_sulphur_shale, Lightstone
chisel_plus:lightstone_sulphur_glass, Lightstone
chisel_plus:lightstone_sulphur_ornate, Lightstone
chisel_plus:lightstone_sulphur_corroded, Lightstone
chisel_plus:lightstone_tile_corroded, Lightstone
chisel_plus:lightstone_sulphur_tile, Lightstone
chisel_plus:lightstone_sulphur_weave_lantern_light, Lightstone
chisel_plus:lightstone_sulphur_neon, Lightstone
chisel_plus:pumpkin_face_1, Pumpkin Face
chisel_plus:pumpkin_face_2, Pumpkin Face
chisel_plus:pumpkin_face_3, Pumpkin Face
chisel_plus:pumpkin_face_4, Pumpkin Face
chisel_plus:pumpkin_face_5, Pumpkin Face
chisel_plus:pumpkin_face_6, Pumpkin Face
chisel_plus:pumpkin_face_7, Pumpkin Face
chisel_plus:pumpkin_face_8, Pumpkin Face
chisel_plus:pumpkin_face_9, Pumpkin Face
chisel_plus:pumpkin_face_10, Pumpkin Face
chisel_plus:pumpkin_face_11, Pumpkin Face
chisel_plus:pumpkin_face_12, Pumpkin Face
chisel_plus:pumpkin_face_13, Pumpkin Face
chisel_plus:pumpkin_face_14, Pumpkin Face
chisel_plus:pumpkin_face_15, Pumpkin Face
chisel_plus:pumpkin_face_16, Pumpkin Face
chisel_plus:pumpkin_face_17, Pumpkin Face
chisel_plus:pumpkin_face_on_1, Pumpkin Face
chisel_plus:pumpkin_face_on_2, Pumpkin Face
chisel_plus:pumpkin_face_on_3, Pumpkin Face
chisel_plus:pumpkin_face_on_4, Pumpkin Face
chisel_plus:pumpkin_face_on_5, Pumpkin Face
chisel_plus:pumpkin_face_on_6, Pumpkin Face
chisel_plus:pumpkin_face_on_7, Pumpkin Face
chisel_plus:pumpkin_face_on_8, Pumpkin Face
chisel_plus:pumpkin_face_on_9, Pumpkin Face
chisel_plus:pumpkin_face_on_10, Pumpkin Face
chisel_plus:pumpkin_face_on_11, Pumpkin Face
chisel_plus:pumpkin_face_on_12, Pumpkin Face
chisel_plus:pumpkin_face_on_13, Pumpkin Face
chisel_plus:pumpkin_face_on_14, Pumpkin Face
chisel_plus:pumpkin_face_on_15, Pumpkin Face
chisel_plus:pumpkin_face_on_16, Pumpkin Face
chisel_plus:pumpkin_face_on_17, Pumpkin Face
chisel_plus:warning_acid, Warning
chisel_plus:warning_bio, Warning
chisel_plus:warning_cryogenic, Warning
chisel_plus:warning_death, Warning
chisel_plus:warning_explosion, Warning
chisel_plus:warning_fall, Warning
chisel_plus:warning_falling, Warning
chisel_plus:warning_generic, Warning
chisel_plus:warning_illuminati, Warning
chisel_plus:warning_no_entry, Warning
chisel_plus:warning_oxygen, Warning
chisel_plus:warning_rad, Warning
chisel_plus:warning_sound, Warning
chisel_plus:warning_underconstruction, Warning
chisel_plus:warning_voltage, Warning
chisel_plus:warning_fire, Warning
chisel_plus:carpet_wool_black, Carpet Wool
chisel_plus:carpet_wool_brown, Carpet Wool
chisel_plus:carpet_wool_dark_blue, Carpet Wool
chisel_plus:carpet_wool_dark_grey, Carpet Wool
chisel_plus:carpet_wool_green, Carpet Wool
chisel_plus:carpet_wool_grey, Carpet Wool
chisel_plus:carpet_wool_light_blue, Carpet Wool
chisel_plus:carpet_wool_light_green, Carpet Wool
chisel_plus:carpet_wool_lily, Carpet Wool
chisel_plus:carpet_wool_orange, Carpet Wool
chisel_plus:carpet_wool_pink, Carpet Wool
chisel_plus:carpet_wool_purple, Carpet Wool
chisel_plus:carpet_wool_red, Carpet Wool
chisel_plus:carpet_wool_teal, Carpet Wool
chisel_plus:carpet_wool_white, Carpet Wool
chisel_plus:carpet_wool_yellow, Carpet Wool
chisel_plus:arcane_big_brick, Arcane Brick
chisel_plus:arcane_border, Arcane Brick
chisel_plus:arcane_border_brain, Arcane Brick
chisel_plus:arcane_conduit_glow, Arcane Brick
chisel_plus:arcane_crack, Arcane Brick
chisel_plus:arcane_moon_engrave, Arcane Brick
chisel_plus:arcane_moon_glow, Arcane Brick
chisel_plus:arcane_tile, Arcane Brick
chisel_plus:arcane_matrix, Arcane Brick
chisel_plus:arcane_runes, Arcane Brick
chisel_plus:arcane_runes_glow, Arcane Brick
chisel_plus:arcane_thaumcraft, Arcane Brick
chisel_plus:brick_aged, Brick
chisel_plus:brick_large, Brick
chisel_plus:brick_mortar_less, Brick
chisel_plus:brick_varied, Brick
chisel_plus:brick_yellow, Brick
chisel_plus:holystone, Holystone
chisel_plus:holystone_blocks, Holystone
chisel_plus:holystone_blocks_rough, Holystone
chisel_plus:holystone_brick, Holystone
chisel_plus:holystone_chiseled, Holystone
chisel_plus:holystone_construction, Holystone
chisel_plus:holystone_fancy_tiles, Holystone
chisel_plus:holystone_large_bricks, Holystone
chisel_plus:holystone_love, Holystone
chisel_plus:holystone_plate, Holystone
chisel_plus:holystone_plate_rough, Holystone
chisel_plus:holystone_platform, Holystone
chisel_plus:holystone_platform_tiles, Holystone
chisel_plus:holystone_smooth, Holystone
chisel_plus:mechanical_gear, Mechanical
chisel_plus:mechanical_hex, Mechanical
chisel_plus:mechanical_vent, Mechanical
chisel_plus:mechanical_vent_glow, Mechanical
chisel_plus:waterstone_black_brick, Waterstone
chisel_plus:waterstone_chaotic, Waterstone
chisel_plus:waterstone_cobble, Waterstone
chisel_plus:waterstone_creeper, Waterstone
chisel_plus:waterstone_panel, Waterstone
chisel_plus:waterstone_panel_ornate, Waterstone
chisel_plus:waterstone_tiles, Waterstone
chisel_plus:woolen_clay_black, Woolen Clay
chisel_plus:woolen_clay_blue, Woolen Clay
chisel_plus:woolen_clay_brown, Woolen Clay
chisel_plus:woolen_clay_cyan, Woolen Clay
chisel_plus:woolen_clay_grey, Woolen Clay
chisel_plus:woolen_clay_green, Woolen Clay
chisel_plus:woolen_clay_light_b_lue, Woolen Clay
chisel_plus:woolen_clay_light_grey, Woolen Clay
chisel_plus:woolen_clay_lime, Woolen Clay
chisel_plus:woolen_clay_magenta, Woolen Clay
chisel_plus:woolen_clay_orange, Woolen Clay
chisel_plus:woolen_clay_pink, Woolen Clay
chisel_plus:woolen_clay_purple, Woolen Clay
chisel_plus:woolen_clay_red, Woolen Clay
chisel_plus:woolen_clay_white, Woolen Clay
chisel_plus:woolen_clay_yellow, Woolen Clay
chisel_plus:ztest, Ztest
chisel_plus:torch_candle, Torch
chisel_plus:torch_candel_2, Torch
chisel_plus:torch_lantern_1, Torch
chisel_plus:torch_lantern_2, Torch
chisel_plus:torch_lantern_3, Torch
chisel_plus:torch_lantern_4, Torch
chisel_plus:torch_lamp_1, Torch
chisel_plus:torch_lamp_2, Torch
chisel_plus:torch_bulb_1, Torch
chisel_plus:torch_bulb_2, Torch
chisel_plus:leaves_chirstmas_balls, Leaves
chisel_plus:leaves_christmas_balls_opaque, Leaves
chisel_plus:leaves_christmas_balls_decay, Leaves
chisel_plus:leaves_christmas_balls_opaque_decay, Leaves
chisel_plus:leaves_christmas_lights, Leaves
chisel_plus:leaves_christmas_lights_opaque, Leaves
chisel_plus:leaves_dead, Leaves
chisel_plus:leaves_dead_opaque, Leaves
chisel_plus:leaves_fancy, Leaves
chisel_plus:leaves_fancy_opaque, Leaves
chisel_plus:leaves_pink_pedals, Leaves
chisel_plus:leaves_pink_pedals_opaque, Leaves
chisel_plus:leaves_red_roses, Leaves
chisel_plus:leaves_red_roses_opaque, Leaves
chisel_plus:leaves_white_roses, Leaves
chisel_plus:leaves_white_roses_opaque, Leaves
chisel_plus:stone_brick_chaotic, Stone Brick
chisel_plus:stone_brick_chaotic_brick, Stone Brick
chisel_plus:stone_brick_fancy, Stone Brick
chisel_plus:stone_brick_full_smooth, Stone Brick
chisel_plus:stone_brick_large_brick, Stone Brick
chisel_plus:stone_brick_large_ornate, Stone Brick
chisel_plus:stone_brick_ornate, Stone Brick
chisel_plus:stone_brick_ornate_panel, Stone Brick
chisel_plus:stone_brick_panel_hard, Stone Brick
chisel_plus:stone_brick_posion, Stone Brick
chisel_plus:stone_brick_rough_brick, Stone Brick
chisel_plus:stone_brick_small_brick, Stone Brick
chisel_plus:stone_brick_chaotic_small, Stone Brick
chisel_plus:stone_brick_sunken, Stone Brick
chisel_plus:fantasy_block, Fantasy
chisel_plus:fantasy_bricks, Fantasy
chisel_plus:fantasy_brick_faded, Fantasy
chisel_plus:fantasy_bricks_chaotic, Fantasy
chisel_plus:fantasy_bricks_wear, Fantasy
chisel_plus:fantasy_brick, Fantasy
chisel_plus:fantasy_brick_wear, Fantasy
chisel_plus:fantasy_decor_block, Fantasy
chisel_plus:fantasy_decor, Fantasy
chisel_plus:fantasy_gold_decor_1, Fantasy
chisel_plus:fantasy_gold_decor_2, Fantasy
chisel_plus:fantasy_gold_decor_3, Fantasy
chisel_plus:fantasy_gold_decor_4, Fantasy
chisel_plus:fantasy_pillar_decorated, Fantasy
chisel_plus:fantasy_pillar, Fantasy
chisel_plus:fantasy_plate, Fantasy
contenttweaker:porcelainclay, item.contenttweaker.porcelainclay.name
contenttweaker:cooked_silkworm, Cooked Silkworm
contenttweaker:grass_seeds, Grass Seeds
contenttweaker:ancient_spores, Ancient Spores
hardcorequesting:rottenheart:0, Rotten heart
hardcorequesting:quarterheart:0, Quarter of a heart
hardcorequesting:quest_portal, tile.hqm:quest_portal.name
hardcorequesting:quest_book, item.hqm:quest_book.name
hardcorequesting:hqm_invalid_item, Invalid Item
hardcorequesting:threequarts:0, Three quarters of a heart
hardcorequesting:bags:0, Reward Bag
hardcorequesting:bags:1, Reward Bag
hardcorequesting:bags:2, Reward Bag
hardcorequesting:bags:3, Reward Bag
hardcorequesting:bags:4, Reward Bag
hardcorequesting:item_barrel, Quest Delivery System
hardcorequesting:heart:0, Full heart
